"Dataset","Methods","ctd","out","mue","u_mue","mse","u_mse","rmsd","u_rmsd","q95hd","u_q95hd","hrmode","u_hrmode","skew","u_skew","skewgm","u_skewgm","skewgm_mcf","u_skewgm_mcf","kurt","u_kurt","kurtcs","u_kurtcs","gini","u_gini","gimc","u_gimc","bmax","u_bmax","gmax","u_gmax"
"SCH2018","RPBE",-1,FALSE,0.212308,0.0101,-0.171692,0.0134,0.188561,0.00756,0.463319,0.0208,-0.31,0.0622,0.109728,0.125,0.105782,0.072,0.249237,0.086,2.24945,0.163,-0.64345,0.203,0.375637,0.0184,0.449985,0.0271,-0.31,0.0578,0.449985,0.0213
"SCH2018","vdW-DF2",-1,FALSE,0.208821,0.0103,0.0232821,0.0174,0.254193,0.0113,0.503163,0.0347,0.13,0.109,-0.174864,0.131,-0.084259,0.0655,0.206566,0.0672,2.64248,0.185,-0.0591881,0.267,0.387643,0.0176,0.424544,0.0196,0.13,0.115,0.424544,0.0175
"SCH2018","BEEF-vdW",-1,FALSE,0.145692,0.00796,-0.00948718,0.013,0.182369,0.00825,0.340486,0.0119,0.02,0.0464,-0.168621,0.109,-0.0846877,0.0574,0.327137,0.0853,2.51562,0.173,-0.0883017,0.27,0.421127,0.0175,0.430229,0.0189,0.0395855,0.0436,0.430922,0.0169
"SCH2018","mBEEF",-1,FALSE,0.20559,0.00985,0.0578974,0.018,0.242119,0.0138,0.486251,0.0304,0.27,0.0683,-0.999891,0.137,-0.288409,0.0542,0.413562,0.0779,3.47969,0.461,0.238248,0.315,0.376259,0.0181,0.503024,0.023,0.229975,0.0328,0.513189,0.0165
"SCH2018","mBEEF-vdW",-1,FALSE,0.311538,0.013,0.226205,0.0211,0.284797,0.0141,0.636405,0.0226,0.38,0.12,-0.55838,0.13,-0.0511797,0.0586,0.384832,0.102,2.98577,0.326,0.00108744,0.286,0.341517,0.0164,0.444312,0.022,0.439595,0.119,0.452949,0.0187
"THA2015","M11",-1,FALSE,3.08127,0.291,0.740893,0.407,4.51318,0.492,10.1034,1.46,0.958086,0.785,-0.746729,0.594,-0.0467178,0.0996,0.576259,0.0953,7.31501,1.7,3.17874,0.874,0.529378,0.025,0.543591,0.0261,0.757563,0.56,0.544396,0.0235
"THA2015","M06-2X",-1,FALSE,3.19915,0.28,1.22765,0.389,4.36246,0.449,10.1094,1.49,0.234169,1.17,-0.621562,0.506,-0.10563,0.0912,0.397523,0.1,6.53048,1.19,2.82783,0.751,0.498105,0.0258,0.508243,0.0274,1.75403,0.899,0.527839,0.0219
"THA2015","ωB97",-1,FALSE,3.28304,0.275,0.726759,0.398,4.52082,0.419,10.9949,1.46,1.7722,1.43,-0.58476,0.427,-0.152733,0.087,0.496099,0.0942,5.72632,0.806,2.14079,0.668,0.477556,0.025,0.509988,0.0282,1.67753,1.06,0.511056,0.023
"THA2015","LC-τHCTH",-1,FALSE,3.03086,0.272,0.37019,0.387,4.36492,0.425,10.4762,1.52,-1.41488,1.35,-0.476281,0.484,-0.0649293,0.0888,0.296072,0.0963,6.14404,0.944,2.09251,0.694,0.501174,0.0242,0.462622,0.0291,0.771519,1,0.505705,0.0233
"THA2015","HISS",-1,FALSE,3.79308,0.268,2.31499,0.381,4.28434,0.434,10.3852,1.61,1.65603,1.1,-0.559118,0.5,-0.0656581,0.097,0.451714,0.101,6.40718,1.11,2.80065,0.738,0.405741,0.0244,0.515095,0.0268,2.05214,0.856,0.520138,0.0221
"THA2015","LC-ωPBE",-1,FALSE,3.85025,0.264,2.00454,0.395,4.48099,0.427,10.5146,1.39,2.62015,0.827,-0.738507,0.429,-0.17011,0.088,0.510558,0.0797,5.94358,0.943,2.41286,0.763,0.398742,0.0234,0.530511,0.0272,2.62189,0.553,0.530518,0.0226
"THA2015","MP2",-1,FALSE,3.16806,0.284,0.835312,0.391,4.44562,0.436,10.8101,1.73,1.68439,1.13,-0.0857454,0.51,-0.101898,0.0943,0.534649,0.0813,6.12362,0.829,2.62726,0.795,0.490433,0.0258,0.520112,0.0243,1.6852,0.901,0.520114,0.0223
"WU2015","HF",-1,FALSE,4.23777,0.178,3.78434,0.219,2.95393,0.242,8.03235,0.329,3.58481,0.855,-0.86448,0.317,-0.040347,0.0745,0.32275,0.0852,4.80871,1.16,0.458033,0.387,0.301327,0.0176,0.452501,0.0227,3.54944,0.828,0.452751,0.0216
"WU2015","MP2",-1,FALSE,0.528828,0.0331,-0.413137,0.0424,0.496892,0.032,1.19666,0.0981,-0.486599,0.189,0.0703212,0.211,0.0451792,0.0662,0.216652,0.0789,3.27927,0.37,0.257432,0.368,0.386929,0.021,0.429969,0.0195,-0.487279,0.19,0.429982,0.0184
"WU2015","LSDA",-1,FALSE,6.54504,0.182,-6.44227,0.208,2.46859,0.261,11.2049,0.723,-6.21864,0.797,0.0876771,0.649,-0.0962549,0.0882,0.41287,0.0839,7.23479,1.23,1.49758,0.765,0.176795,0.0123,0.48538,0.0257,-6.19427,0.737,0.485527,0.0239
"WU2015","PBE",-1,FALSE,6.07853,0.182,-5.97534,0.205,2.4385,0.257,10.8023,0.7,-5.87104,0.376,-0.136565,0.64,-0.138538,0.0876,0.461123,0.0683,7.1452,1.16,1.93025,0.843,0.186088,0.0134,0.516733,0.026,-5.72735,0.323,0.520831,0.0247
"WU2015","HCTH",-1,FALSE,4.89123,0.182,-4.751,0.207,2.47686,0.255,9.62491,0.693,-4.651,0.695,-0.0976525,0.62,-0.117024,0.0866,0.395313,0.0747,6.91565,1.12,1.5534,0.796,0.234692,0.016,0.499012,0.0244,-4.29357,0.578,0.504653,0.0231
"WU2015","N12",-1,FALSE,3.96662,0.199,-3.77998,0.221,2.67785,0.26,9.20107,0.761,-2.71515,0.464,-0.479603,0.518,-0.189992,0.0835,0.534049,0.0665,6.19907,0.948,2.26826,0.859,0.313086,0.0193,0.528556,0.024,-3.21473,0.315,0.535994,0.0218
"WU2015","revTPSS",-1,FALSE,4.54596,0.179,-4.4243,0.199,2.39221,0.241,9.30503,0.749,-3.64979,0.252,-0.422611,0.565,-0.20867,0.0869,0.523422,0.0778,6.60496,1.01,2.10195,0.919,0.243914,0.0173,0.540649,0.0254,-3.85648,0.153,0.54945,0.0244
"WU2015","tHCTH",-1,FALSE,4.56102,0.187,-4.41272,0.21,2.53051,0.26,9.47006,0.739,-3.74594,0.467,-0.287798,0.601,-0.170032,0.0867,0.498385,0.0702,6.82334,1.08,1.8901,0.838,0.256731,0.0174,0.527733,0.025,-3.7463,0.368,0.527735,0.0233
"WU2015","M11-L",-1,FALSE,8.32375,0.226,-8.21527,0.25,3.09625,0.289,13.7747,0.58,-6.98807,0.464,0.0142444,0.539,-0.256182,0.0796,0.532803,0.0656,5.83435,1.09,0.985026,0.785,0.181269,0.0102,0.534085,0.0243,-6.85596,0.285,0.536172,0.0214
"WU2015","MN12-L",-1,FALSE,4.8955,0.218,-4.75786,0.236,2.96124,0.239,10.8512,0.748,-4.23768,0.676,-0.535034,0.359,-0.226673,0.0709,0.450415,0.0851,4.66969,0.629,1.12168,0.662,0.297436,0.0158,0.5013,0.0252,-3.87838,0.491,0.509801,0.021
"WU2015","PBE0",-1,FALSE,1.95734,0.145,-1.62696,0.166,2.05682,0.186,5.84478,0.441,-1.12176,0.216,-0.433553,0.439,-0.281248,0.0815,0.465193,0.0601,5.43989,0.784,2.04606,0.7,0.45205,0.0202,0.547918,0.0256,-1.09302,0.158,0.548412,0.0236
"WU2015","mPW1PW",-1,FALSE,1.75378,0.144,-1.3518,0.166,2.06187,0.184,5.70407,0.423,-0.927407,0.221,-0.519405,0.424,-0.291707,0.0807,0.482288,0.061,5.35134,0.771,2.05778,0.695,0.493671,0.0209,0.541588,0.0251,-0.748849,0.168,0.548659,0.0228
"WU2015","B3LYP",-1,FALSE,3.09774,0.154,-2.95951,0.17,2.09712,0.196,7.22442,0.486,-2.53412,0.341,-0.489757,0.487,-0.268039,0.0812,0.502081,0.0684,5.80649,0.876,1.98075,0.782,0.317377,0.0181,0.538737,0.0271,-2.3801,0.237,0.544137,0.0226
"WU2015","B3PW91",-1,FALSE,2.13647,0.152,-1.86233,0.171,2.10857,0.196,6.22743,0.501,-1.40871,0.278,-0.534427,0.459,-0.273384,0.0816,0.506852,0.0624,5.70237,0.838,2.18463,0.741,0.434852,0.0206,0.546168,0.0261,-1.3218,0.211,0.54939,0.0238
"WU2015","B97-2",-1,FALSE,1.94799,0.152,-1.59413,0.173,2.14604,0.196,6.06064,0.467,-0.79995,0.208,-0.537326,0.444,-0.280583,0.0796,0.502249,0.0643,5.5486,0.813,2.33249,0.77,0.470422,0.0207,0.551811,0.0225,-0.919203,0.142,0.55289,0.0216
"WU2015","M06",-1,FALSE,2.89294,0.127,-2.75598,0.145,1.80701,0.18,6.02337,0.442,-2.59075,0.429,0.26772,0.569,-0.123821,0.0791,0.384173,0.0996,6.41592,1.23,1.15637,0.793,0.297892,0.0162,0.495652,0.0272,-2.47394,0.356,0.497274,0.0216
"WU2015","M06-2X",-1,FALSE,1.244,0.0967,-0.26542,0.131,1.67328,0.131,3.85221,0.366,0.412783,0.396,-0.352969,0.334,-0.194596,0.0796,0.421281,0.0729,4.27347,0.581,0.619408,0.517,0.467844,0.0225,0.487394,0.0244,0.410453,0.348,0.487412,0.0226
"WU2015","M06-HF",-1,FALSE,1.74884,0.0988,0.813966,0.151,1.94655,0.138,4.15846,0.448,2.00392,0.451,-0.670496,0.232,-0.273481,0.0648,0.518599,0.0932,3.81737,0.522,0.616799,0.42,0.363398,0.0222,0.507967,0.0253,1.98546,0.261,0.508035,0.0216
"WU2015","SOGGA11X",-1,FALSE,1.49811,0.128,-0.837931,0.156,1.97982,0.151,5.16471,0.322,-0.341283,0.391,-0.592706,0.293,-0.24277,0.0779,0.481021,0.0664,4.22374,0.553,1.25021,0.563,0.516396,0.0205,0.503279,0.0226,-0.0477701,0.295,0.516888,0.0209
"WU2015","tHCTHhyb",-1,FALSE,2.97039,0.168,-2.79079,0.186,2.27917,0.217,7.52984,0.6,-2.19888,0.179,-0.543785,0.488,-0.27254,0.084,0.501595,0.0574,5.96223,0.898,2.45257,0.835,0.354012,0.0201,0.560339,0.0242,-2.21354,0.109,0.560708,0.0227
"WU2015","BMK",-1,FALSE,1.61535,0.131,-0.775162,0.168,2.1186,0.153,5.23089,0.384,-0.349825,0.498,-0.718092,0.234,-0.219794,0.0682,0.430152,0.0801,3.8952,0.552,0.756879,0.46,0.492863,0.0212,0.48683,0.0241,-0.0856572,0.418,0.493367,0.021
"WU2015","TPSSh",-1,FALSE,3.01271,0.165,-2.82617,0.184,2.24756,0.217,7.46371,0.613,-2.10176,0.183,-0.435127,0.508,-0.228879,0.0839,0.453733,0.0625,6.11884,0.914,2.4002,0.853,0.342329,0.0201,0.544491,0.0241,-2.34093,0.123,0.552617,0.0233
"WU2015","LC-rTPSS",-1,FALSE,2.4987,0.118,2.40453,0.129,1.63751,0.0987,5.2537,0.295,3.26186,0.232,-0.0885234,0.189,-0.163196,0.0812,0.219272,0.098,2.9985,0.344,0.0862276,0.295,0.335475,0.0225,0.467358,0.0234,3.26087,0.2,0.467363,0.0227
"WU2015","LC-wPBE",-1,FALSE,2.00517,0.103,1.77458,0.127,1.58921,0.089,4.62205,0.258,2.34991,0.362,-0.0594416,0.149,-0.17707,0.0834,0.299577,0.112,2.70623,0.236,0.0771674,0.277,0.357593,0.0209,0.459122,0.0242,2.49488,0.297,0.463447,0.0235
"WU2015","LC-N12",-1,FALSE,3.79586,0.135,3.75756,0.14,1.79064,0.114,6.76128,0.305,4.37645,0.402,-0.215597,0.218,-0.15692,0.0702,0.279022,0.0873,3.21678,0.489,0.102085,0.307,0.253988,0.0172,0.456471,0.0225,4.43577,0.347,0.457043,0.022
"WU2015","LC-HCTH",-1,FALSE,1.76338,0.0977,1.30832,0.131,1.6887,0.12,4.34861,0.293,1.57742,0.337,-0.34614,0.262,-0.160537,0.0619,0.359974,0.0851,3.75766,0.683,0.449067,0.365,0.37386,0.0215,0.46569,0.0225,1.68802,0.255,0.467817,0.022
"WU2015","LC-tHCTH",-1,FALSE,1.38444,0.101,-0.108333,0.14,1.82097,0.132,3.67093,0.252,-0.0380563,0.535,-0.477667,0.268,-0.102234,0.0596,0.271171,0.0765,3.9019,0.75,0.369511,0.349,0.45056,0.0222,0.449282,0.0215,0.162457,0.477,0.454722,0.021
"WU2015","M11",-1,FALSE,1.32932,0.0869,-0.242637,0.132,1.66376,0.11,3.52044,0.334,0.761151,0.686,-0.0296302,0.237,-0.0826441,0.0873,0.297162,0.0922,3.30785,0.393,0.0994117,0.357,0.408393,0.021,0.45671,0.0242,0.780475,0.636,0.456778,0.0233
"WU2015","CAM-B3LYP",-1,FALSE,1.51105,0.118,-1.02948,0.143,1.80137,0.129,4.65858,0.282,-0.0228698,0.348,-0.316733,0.26,-0.207966,0.0724,0.357168,0.0859,3.77001,0.434,0.828068,0.434,0.497406,0.0221,0.49889,0.0234,-0.12403,0.23,0.50122,0.0215
"WU2015","wB97XD",-1,FALSE,1.58966,0.12,-1.12122,0.147,1.83297,0.13,4.78289,0.267,-0.195571,0.474,-0.257828,0.258,-0.189854,0.0728,0.353372,0.0946,3.69149,0.428,0.738209,0.419,0.483623,0.0216,0.491032,0.0241,-0.198213,0.368,0.491039,0.0225
"WU2015","wB97",-1,FALSE,1.44563,0.0872,0.139586,0.143,1.76944,0.0968,3.39409,0.192,0.746911,0.396,-0.0201401,0.147,-0.124874,0.0828,0.272584,0.0934,2.60582,0.234,-0.0678347,0.289,0.391256,0.018,0.446381,0.0227,0.889846,0.372,0.450559,0.0229
"WU2015","wB97X",-1,FALSE,1.40908,0.0977,-0.545043,0.139,1.73389,0.104,3.6316,0.185,0.392954,0.466,-0.107169,0.168,-0.105002,0.07,0.255839,0.0987,2.90587,0.261,0.272818,0.291,0.4418,0.0189,0.462181,0.0242,0.374055,0.412,0.462287,0.0232
"WU2015","N12-SX",-1,FALSE,1.57678,0.148,-0.733182,0.179,2.24197,0.193,5.78803,0.497,0.217199,0.313,-0.669808,0.365,-0.275214,0.0779,0.472726,0.0915,5.04369,0.718,2.04709,0.612,0.5425,0.0209,0.548825,0.0252,0.219396,0.215,0.548838,0.0228
"WU2015","MN12-SX",-1,FALSE,4.82065,0.176,-4.72258,0.191,2.40621,0.207,9.58873,0.601,-3.32688,0.545,-0.445671,0.435,-0.24973,0.0736,0.535646,0.0785,5.1498,0.764,1.27301,0.723,0.242265,0.0135,0.52237,0.0245,-3.49558,0.358,0.527184,0.0205
"WU2015","HSE06",-1,FALSE,2.09009,0.148,-1.80269,0.168,2.0787,0.193,6.04932,0.466,-1.11434,0.245,-0.447638,0.465,-0.26446,0.0817,0.484376,0.0675,5.66849,0.834,2.08742,0.734,0.435884,0.0201,0.546833,0.025,-1.17548,0.156,0.548673,0.0232
"WU2015","HISS",-1,FALSE,1.8746,0.108,1.05177,0.158,2.02306,0.156,4.24763,0.395,1.8953,0.432,-0.614627,0.264,-0.198749,0.0706,0.506892,0.0696,4.20603,0.558,1.35695,0.502,0.373122,0.022,0.511314,0.0242,1.74931,0.275,0.512449,0.0197
"ZAS2019","HF",-1,FALSE,2.381,0.0265,0.0555144,0.0412,3.13072,0.0409,6.06708,0.111,0.62,0.381,-0.685469,0.0717,-0.121019,0.0112,0.334739,0.0153,5.12807,0.265,0.345192,0.0597,0.43715,0.00374,0.450736,0.00637,1.40954,0.117,0.457763,0.00362
"ZAS2019","MP2",-1,FALSE,1.30901,0.013,0.000104653,0.0215,1.66609,0.016,3.34595,0.0527,-0.25,0.248,-0.0677015,0.0338,-0.0486395,0.0112,0.246374,0.0339,3.33315,0.0591,0.144856,0.067,0.424181,0.00323,0.418002,0.00633,0.839594,0.138,0.4355,0.00325
"ZAS2019","SLATM_L2",-1,FALSE,1.25965,0.0256,0.129762,0.0321,2.44304,0.0798,4.69231,0.146,0.14,0.0765,0.799713,0.544,0.0523293,0.0215,0.638469,0.0108,28.5153,2.74,4.47659,0.249,0.610147,0.00561,0.608609,0.00588,0.0493813,0.0222,0.610547,0.00561
"ZHA2018","PBE",-1,FALSE,0.210566,0.00977,-0.205454,0.0103,0.150404,0.00842,0.46667,0.0343,-0.251,0.073,-0.547783,0.217,-0.0432163,0.0638,0.243813,0.0758,3.67797,0.579,-0.174654,0.276,0.3764,0.0186,0.408063,0.0184,-0.0818787,0.0854,0.425211,0.0174
"ZHA2018","SCAN",-1,FALSE,0.102449,0.00694,-0.0165408,0.00965,0.141022,0.00926,0.290716,0.0209,-0.028,0.017,-0.303732,0.281,-0.00679937,0.0675,0.475336,0.0685,4.41011,0.641,1.4905,0.528,0.496398,0.0184,0.502965,0.0193,-0.0159999,0.0101,0.50594,0.0182
"BOR2019","LDA",1,FALSE,0.627843,0.0275,1.0659e-17,0.0385,0.854714,0.0507,1.71842,0.128,-0.426698,0.12,1.05043,0.362,0.156246,0.0479,0.319991,0.0486,7.31846,1.75,0.905104,0.251,0.446467,0.0148,0.473734,0.0147,-0.304397,0.0852,0.479195,0.0146
"BOR2019","LDA + SOC",1,FALSE,0.607196,0.0268,-1.23412e-17,0.0373,0.83111,0.0515,1.70562,0.108,-0.526261,0.277,1.11952,0.402,0.106373,0.0487,0.331926,0.0599,7.95006,1.99,0.665485,0.244,0.446639,0.0157,0.47033,0.0173,-0.41839,0.217,0.473245,0.0162
"BOR2019","PBE",1,FALSE,0.602806,0.0273,6.56627e-18,0.0376,0.833228,0.0542,1.63758,0.126,-0.308875,0.131,1.21775,0.434,0.147691,0.0439,0.344383,0.0481,8.62154,2.31,0.928809,0.267,0.455895,0.0155,0.478339,0.0163,-0.286173,0.0952,0.478456,0.0156
"BOR2019","PBE + SOC",1,FALSE,0.580496,0.0262,1.56922e-17,0.0361,0.803208,0.0553,1.59895,0.109,-0.182307,0.147,1.32503,0.484,0.168348,0.0451,0.366196,0.0466,9.58343,2.62,0.827142,0.271,0.446442,0.0163,0.472571,0.017,-0.290979,0.12,0.479076,0.0161
"BOR2019","PBE_SOL",1,FALSE,0.609188,0.0272,-5.64199e-19,0.0377,0.835478,0.0503,1.66106,0.125,-0.221205,0.155,1.05766,0.372,0.135934,0.0437,0.360507,0.048,7.47246,1.8,0.903877,0.251,0.45547,0.0152,0.475268,0.016,-0.246826,0.109,0.475361,0.0153
"BOR2019","HLE16",1,FALSE,0.581904,0.0305,-6.08891e-18,0.0407,0.865598,0.0777,1.53589,0.132,-0.183399,0.0739,2.38074,0.613,0.241626,0.0505,0.441088,0.0458,15.9498,4.72,1.27921,0.444,0.475963,0.0183,0.506617,0.0195,-0.275863,0.044,0.513815,0.019
"BOR2019","HLE16 + SOC",1,FALSE,0.530611,0.0301,1.34041e-17,0.0385,0.822181,0.0837,1.41663,0.165,-0.329531,0.104,2.88604,0.71,0.270592,0.0506,0.509012,0.0499,20.2367,6.17,1.56054,0.508,0.487682,0.0197,0.536777,0.0225,-0.309385,0.0393,0.536979,0.0191
"BOR2019","BJ",1,FALSE,0.523925,0.0246,1.15329e-17,0.0326,0.731214,0.0488,1.48479,0.115,-0.124031,0.0868,1.10135,0.47,0.107172,0.0427,0.348004,0.0463,8.74242,2.51,0.895604,0.295,0.467164,0.0156,0.478134,0.0163,-0.12486,0.056,0.478134,0.016
"BOR2019","mBJ",1,FALSE,0.478977,0.023,-8.27688e-18,0.0302,0.675743,0.0504,1.28847,0.0936,-0.0875924,0.073,1.30203,0.58,0.113854,0.0424,0.40902,0.0475,10.523,3.55,0.732669,0.335,0.469871,0.0165,0.480862,0.0168,-0.089373,0.0598,0.480866,0.0163
"BOR2019","SCAN",1,FALSE,0.557418,0.0265,-1.1077e-17,0.0353,0.789916,0.0557,1.55149,0.123,-0.185393,0.0993,1.39935,0.482,0.131791,0.0445,0.384561,0.0442,9.9836,2.65,1.06624,0.32,0.471448,0.016,0.487321,0.0165,-0.185393,0.064,0.487321,0.0162
"BOR2019","HSE06",1,FALSE,0.534137,0.0282,-1.21741e-17,0.0352,0.800452,0.0593,1.70671,0.106,0.176865,0.0858,1.32822,0.544,-0.00584454,0.0487,0.426736,0.0576,10.978,2.91,1.95637,0.388,0.514767,0.0155,0.513054,0.0182,0.104624,0.0434,0.520477,0.0153
"BOR2019","HSE14",1,FALSE,0.548319,0.0295,7.3129e-18,0.0363,0.828653,0.0594,1.83272,0.124,0.272887,0.168,0.916355,0.52,0.0326952,0.0536,0.370918,0.0753,10.0675,2.05,2.21631,0.418,0.512288,0.0151,0.497203,0.0189,0.064922,0.101,0.515054,0.0146
"BOR2019","HSE_mix",1,FALSE,0.551726,0.0286,2.288e-17,0.036,0.817808,0.053,1.84037,0.138,0.310041,0.159,0.393373,0.437,0.0137076,0.0534,0.334928,0.0765,8.12028,1.42,2.1994,0.382,0.506245,0.0147,0.485788,0.0184,0.0943206,0.109,0.510815,0.0143
"BOR2019","PBE0",1,FALSE,0.546483,0.0293,1.31592e-17,0.037,0.835099,0.059,1.81037,0.106,0.0232079,0.0844,1.17495,0.535,0.0385,0.0501,0.492861,0.0494,10.4411,2.38,2.25995,0.402,0.5298,0.015,0.530669,0.0174,0.0232538,0.0374,0.53067,0.0149
"BOR2019","PBE0_mix",1,FALSE,0.592634,0.0297,-3.35153e-17,0.0384,0.870568,0.0508,1.96739,0.145,0.0181296,0.171,0.22287,0.34,0.0215931,0.0481,0.477122,0.0566,6.94006,0.876,2.16384,0.386,0.51065,0.0139,0.510417,0.0161,-0.000300238,0.092,0.51065,0.0138
"NAR2019","G4MP2",1,FALSE,0.766422,0.0332,4.22201e-18,0.0471,1.04153,0.0474,2.18005,0.086,-0.11566,0.12,-0.493135,0.234,0.0111127,0.0413,0.403929,0.0558,4.82499,0.859,1.12642,0.267,0.475253,0.0128,0.478175,0.014,-0.0926276,0.0754,0.478237,0.0128
"NAR2019","B3LYP",1,FALSE,2.43417,0.118,-1.14514e-17,0.168,3.54676,0.334,6.61935,0.421,-0.0401765,0.65,2.01024,0.959,0.0880747,0.0465,0.398759,0.0517,17.7967,7.76,0.879711,0.315,0.473534,0.0178,0.474275,0.0181,-0.265296,0.533,0.475996,0.0174
"NAR2019","M06-2X",1,FALSE,2.4212,0.0962,-1.6701e-17,0.148,3.15558,0.239,5.49975,0.293,-0.174168,1.11,1.41744,0.736,0.108755,0.0403,0.211217,0.0747,11.2049,5.44,-0.286466,0.151,0.404832,0.0162,0.409419,0.0209,-2.28461,0.963,0.443016,0.0197
"NAR2019","wB97X-D",1,FALSE,1.71865,0.0861,-1.69863e-17,0.12,2.53995,0.287,4.40658,0.483,-1.14887,0.687,2.7917,1.13,0.191148,0.047,0.428629,0.0806,24.4745,10.6,0.670531,0.278,0.458133,0.0211,0.498274,0.0259,-1.26598,0.391,0.499603,0.0197
"PER2018","B3LYP",1,FALSE,0.974721,0.0762,3.83964e-18,0.0995,1.50561,0.123,3.71078,0.468,-0.225671,0.0718,1.72051,0.27,0.349848,0.0708,0.620253,0.0451,7.20512,1.14,4.9018,1,0.537085,0.0179,0.611886,0.0194,-0.33954,0.0557,0.62198,0.0168
"PER2018","B97-1",1,FALSE,0.695491,0.051,-3.49658e-17,0.0686,1.04472,0.0782,2.62835,0.289,0.145893,0.119,0.349286,0.356,-0.0919514,0.0735,0.556716,0.0691,6.25255,0.669,3.19313,0.663,0.524387,0.0178,0.54544,0.0204,0.180294,0.0616,0.547008,0.0174
"PER2018","BH&HLYP",1,FALSE,2.63216,0.144,1.3279e-18,0.228,3.45487,0.249,7.2135,0.685,-2.08779,0.258,1.59528,0.245,0.556206,0.0455,0.653726,0.0434,5.94314,1.25,0.516624,0.539,0.402228,0.0221,0.601075,0.0189,-2.08792,0.13,0.601075,0.0173
"PER2018","BLYP",1,FALSE,1.4219,0.103,-4.04691e-17,0.14,2.14401,0.162,5.23282,0.519,0.548407,0.441,-0.926509,0.305,-0.154846,0.0701,0.598862,0.0925,6.25981,0.79,3.51309,0.631,0.533561,0.0189,0.548666,0.0222,0.548609,0.249,0.548667,0.0182
"PER2018","CAM-B3LYP",1,FALSE,1.02189,0.0747,4.07553e-17,0.103,1.532,0.119,3.56692,0.407,-0.494639,0.057,1.62101,0.298,0.473264,0.0656,0.711113,0.0338,6.71601,1.07,5.07528,1.22,0.513616,0.0181,0.648003,0.0169,-0.501211,0.0225,0.648201,0.0158
"PER2018","LC-ωPBE",1,FALSE,0.996845,0.0799,-5.96043e-18,0.109,1.60519,0.146,3.93324,0.537,-0.294409,0.0457,1.4733,0.47,0.313677,0.0884,0.665279,0.0424,8.8921,1.72,5.29101,1.29,0.555244,0.0202,0.633232,0.0194,-0.325895,0.0329,0.633967,0.0188
"PER2018","PBE",1,FALSE,1.88963,0.12,1.00499e-17,0.174,2.66769,0.195,5.7152,0.637,1.30138,0.446,-1.31523,0.23,-0.215588,0.0607,0.481515,0.0677,5.98803,0.853,1.94835,0.52,0.480361,0.0201,0.531208,0.0228,1.2884,0.315,0.531347,0.0208
"PER2018","PBE0",1,FALSE,0.879599,0.0719,-6.75233e-18,0.0939,1.39679,0.137,3.05656,0.575,-0.0689285,0.128,2.07975,0.299,0.325523,0.0732,0.556104,0.0725,9.47577,1.44,4.63625,1.19,0.543586,0.0234,0.570236,0.0256,-0.294591,0.0496,0.608003,0.0215
"PER2018","PW86PBE",1,FALSE,1.68569,0.115,2.86014e-17,0.16,2.45756,0.197,5.84482,0.744,1.29807,0.409,-1.40876,0.264,-0.246352,0.0662,0.379819,0.0832,6.81649,1.01,2.5537,0.563,0.4951,0.0213,0.531234,0.0215,0.893339,0.299,0.535038,0.0204
"SCH2018","LDA",1,FALSE,0.273295,0.0151,-5.7703e-18,0.024,0.346515,0.0177,0.650989,0.0355,0.00324659,0.0873,0.251199,0.158,0.00939673,0.0543,0.259801,0.064,2.98007,0.327,-0.0184563,0.296,0.427292,0.0191,0.42758,0.0173,0.00343118,0.099,0.427582,0.0166
"SCH2018","PBE",1,FALSE,0.148468,0.0072,-3.8263e-18,0.0128,0.180881,0.00832,0.344104,0.0239,0.118563,0.103,0.209696,0.138,0.0208601,0.0686,0.170496,0.0755,2.64211,0.2,-0.274731,0.206,0.38181,0.0182,0.410272,0.0178,0.129682,0.122,0.410735,0.0149
"SCH2018","RPBE",1,FALSE,0.153203,0.00713,1.10988e-17,0.0128,0.183308,0.00752,0.340758,0.021,-0.0815241,0.0568,0.118715,0.124,0.120226,0.0761,0.291151,0.0735,2.31068,0.167,-0.511978,0.208,0.367232,0.0182,0.425971,0.0221,-0.123088,0.0601,0.430761,0.0177
"SCH2018","vdW-DF2",1,FALSE,0.203058,0.0103,-4.37225e-18,0.0171,0.250901,0.0116,0.51185,0.0417,0.0376231,0.0972,-0.209644,0.135,-0.0978963,0.0643,0.270966,0.0684,2.76959,0.198,0.0633885,0.256,0.396703,0.0169,0.412559,0.0184,0.117269,0.109,0.426012,0.0168
"SCH2018","BEEF-vdW",1,FALSE,0.14127,0.00729,3.84419e-18,0.0122,0.174396,0.00757,0.319804,0.0133,0.0619621,0.0379,-0.151031,0.116,-0.098097,0.0572,0.241735,0.0708,2.43623,0.178,-0.235437,0.259,0.405613,0.0178,0.430655,0.0205,0.0624354,0.039,0.430675,0.0177
"SCH2018","mBEEF",1,FALSE,0.124497,0.00783,-1.05188e-18,0.0119,0.165743,0.0112,0.341638,0.0386,-0.0657811,0.042,-0.162834,0.312,0.0393034,0.0642,0.361789,0.065,4.51336,0.617,0.622564,0.477,0.450309,0.0211,0.455674,0.0199,-0.0496682,0.0365,0.456527,0.0187
