"Dataset","Methods","ctd","out","mue","u_mue","mse","u_mse","rmsd","u_rmsd","skew","u_skew","kurt","u_kurt","kurtcs","u_kurtcs","q95hd","u_q95hd","gini","u_gini","lasym","u_lasym","pietra","u_pietra"
"HAI2018","b97",-1,FALSE,0.069186,0.0071,0.025343,0.0083,0.10779,0.017,-2.1447,1.1,16.197,4.9,2.1563,1.3,0.22189,0.036,0.54606,0.029,0.86647,0.05,0.40367,0.023
"HAI2018","wb97x-d",-1,FALSE,0.06127,0.0067,-0.031587,0.0077,0.096624,0.015,-2.7793,0.77,16.356,5.3,2.9963,1.2,0.18543,0.043,0.52945,0.033,1.0009,0.052,0.38462,0.026
"HAI2018","wb97x-v",-1,FALSE,0.059524,0.0057,-0.033599,0.0068,0.084428,0.011,-2.1913,0.71,12.434,4.4,1.272,0.83,0.18537,0.024,0.50076,0.029,1.0063,0.065,0.35387,0.024
"HAI2018","b97m-v",-1,FALSE,0.12247,0.018,0.072963,0.019,0.24432,0.085,6.9096,3.7,73.891,30,2.5159,2.6,0.31472,0.078,0.51497,0.059,0.98824,0.066,0.36768,0.043
"HAI2018","wb97m-v",-1,FALSE,0.064912,0.0076,-1.0526e-05,0.0091,0.11298,0.026,3.7275,2.1,34.715,14,1.5106,1.4,0.17706,0.033,0.53103,0.04,0.88687,0.071,0.3822,0.028
"HAI2018","B97-D",-1,FALSE,0.12161,0.01,0.067869,0.012,0.1624,0.026,-2.2706,1.1,16.87,5.2,1.6197,1.2,0.33684,0.054,0.46598,0.03,0.90212,0.059,0.33246,0.022
"HAI2018","MN15-L",-1,FALSE,0.13594,0.012,0.044653,0.015,0.19721,0.03,1.7444,1.3,15.535,6.3,0.97624,0.83,0.37105,0.046,0.48355,0.033,0.86696,0.052,0.34801,0.023
"HAI2018","SCAN0",-1,FALSE,0.072351,0.0057,-0.023805,0.0076,0.098621,0.0096,0.39163,0.64,6.985,1.9,1.8862,0.68,0.2239,0.027,0.47303,0.023,0.98382,0.045,0.34624,0.02
"HAI2018","LRC-wPBE",-1,FALSE,0.073774,0.0072,-0.014721,0.0091,0.11452,0.018,-2.5272,0.86,15.834,4.5,1.3961,1.2,0.18335,0.039,0.49738,0.035,0.89149,0.057,0.35423,0.024
"HAI2018","LRC-wPBEh",-1,FALSE,0.059889,0.0053,-0.010783,0.0069,0.087185,0.01,-1.571,0.57,9.2253,2.5,1.2517,0.87,0.15244,0.028,0.4948,0.029,0.87092,0.055,0.35706,0.022
"HAI2018","MN12-SX",-1,FALSE,0.13044,0.033,-0.036332,0.034,0.43496,0.16,-8.0219,2.9,71.733,36,5.1646,5.8,0.2735,0.17,0.62158,0.09,1.1661,0.1,0.45464,0.083
"HAI2018","MVS",-1,FALSE,0.11488,0.0099,-0.010909,0.013,0.16523,0.016,-0.94963,0.48,6.9968,1.3,1.7475,0.81,0.33556,0.06,0.49364,0.027,0.8506,0.048,0.36182,0.021
"HAI2018","MS1",-1,FALSE,0.10519,0.0079,0.049616,0.01,0.13455,0.017,-1.6941,0.69,10.676,2.9,1.5304,0.94,0.27011,0.035,0.44206,0.026,1.0038,0.052,0.32113,0.02
"HAI2018","MS2",-1,FALSE,0.10908,0.008,0.059608,0.01,0.13414,0.017,-1.7683,0.7,11.052,3,1.4163,0.87,0.27761,0.035,0.43763,0.026,0.90743,0.052,0.31531,0.019
"HAI2018","MVSh",-1,FALSE,0.097764,0.0085,-0.058439,0.011,0.13129,0.017,-1.8424,0.86,12.296,4.8,1.097,0.73,0.29335,0.03,0.486,0.028,0.93614,0.051,0.35249,0.022
"HAI2018","MS2h",-1,FALSE,0.082523,0.0062,0.034457,0.0082,0.10626,0.012,-1.5055,0.61,9.2733,2.4,1.3438,0.82,0.21496,0.027,0.44161,0.026,0.93861,0.049,0.31816,0.019
"HAI2018","b3p86",-1,FALSE,0.066805,0.008,0.015351,0.0092,0.11834,0.021,0.038943,1.9,19.781,4.9,2.4071,1.7,0.19658,0.061,0.57762,0.035,0.87053,0.054,0.42326,0.026
"HAI2018","b3pw91",-1,FALSE,0.062913,0.0069,0.013996,0.0081,0.10414,0.017,-1.5997,1.3,16.337,4.1,2.0997,1.5,0.18225,0.049,0.55934,0.033,0.83418,0.048,0.41617,0.024
"HAI2018","revPBE0",-1,FALSE,0.06222,0.0054,0.014807,0.0069,0.089321,0.011,-1.3536,0.73,9.7661,2.7,1.3646,0.87,0.17268,0.026,0.49723,0.026,0.8407,0.048,0.36647,0.02
"HAI2018","pbe50",-1,FALSE,0.083584,0.0063,-0.057282,0.0079,0.098752,0.0079,-0.49833,0.31,4.8359,0.62,1.9278,0.64,0.25157,0.027,0.47458,0.023,0.93218,0.044,0.35246,0.019
"HAI2018","SOGGA11-X",-1,FALSE,0.053266,0.0041,-0.015214,0.0058,0.073939,0.0056,-0.54416,0.36,4.9163,0.61,1.4006,0.54,0.17884,0.023,0.49447,0.021,0.9473,0.046,0.36333,0.019
"HAI2018","revTPSSh",-1,FALSE,0.088089,0.0079,0.040267,0.0096,0.12494,0.018,-2.138,0.91,14.431,4.2,1.6685,1.1,0.24879,0.039,0.50722,0.029,0.90029,0.047,0.3737,0.022
"HAI2018","t-HCTHh",-1,FALSE,0.070721,0.0073,0.022751,0.0085,0.11108,0.02,-2.8299,1.2,20.317,6.6,1.9699,1.4,0.20186,0.04,0.52019,0.033,0.85685,0.055,0.37964,0.024
"HAI2018","m06-hf",-1,FALSE,0.20029,0.015,-0.09535,0.02,0.26024,0.032,1.3379,0.76,10.304,2.8,1.1069,0.88,0.5605,0.074,0.45344,0.027,0.9263,0.049,0.32255,0.021
"HAI2018","m11",-1,FALSE,0.10672,0.013,-0.083181,0.014,0.17942,0.043,-5.0505,1.5,36.893,13,2.8006,2.2,0.2638,0.076,0.51838,0.046,0.98922,0.068,0.36934,0.034
"HAI2018","m08-HX",-1,FALSE,0.071262,0.0053,-0.025112,0.0077,0.095204,0.0077,-0.49673,0.39,5.2858,1.1,1.2988,0.48,0.2236,0.021,0.47446,0.023,0.90426,0.048,0.34638,0.019
"HAI2018","revTPSS",-1,FALSE,0.12463,0.01,0.068615,0.013,0.1644,0.024,-2.0256,0.92,13.988,4,1.5345,1,0.32913,0.056,0.47962,0.028,0.90631,0.047,0.35219,0.021
"HAI2018","t-HCTH",-1,FALSE,0.11195,0.01,0.057393,0.012,0.15728,0.025,-2.1861,1.1,16.558,5,1.7995,1.2,0.33704,0.053,0.48906,0.031,0.88904,0.054,0.34868,0.023
"HAI2018","MN12-L",-1,FALSE,0.16101,0.041,-0.019195,0.044,0.55862,0.25,-10.032,5.3,117.7,45,2.1599,4.3,0.33897,0.13,0.61183,0.092,1.1023,0.14,0.43241,0.08
"HAI2018","M11-L",-1,FALSE,0.14918,0.01,0.10316,0.013,0.16624,0.016,0.53849,0.51,6.4635,0.95,1.6403,0.71,0.3938,0.062,0.41296,0.025,0.90597,0.051,0.2969,0.019
"HAI2018","revPBE",-1,FALSE,0.15181,0.013,0.094899,0.015,0.19639,0.027,-1.0137,1.1,12.159,2.7,1.7952,1,0.45218,0.088,0.48131,0.028,0.87292,0.051,0.34509,0.021
"HAI2018","N12",-1,FALSE,0.12285,0.018,0.058588,0.02,0.248,0.048,2.6918,1.6,23.37,6.6,4.6102,2.5,0.48998,0.16,0.62264,0.038,0.98331,0.063,0.45826,0.034
"HAI2018","HCTH120",-1,FALSE,0.13013,0.011,0.077531,0.014,0.17707,0.025,-1.2666,1.1,13.691,3.7,2.418,1.2,0.42454,0.08,0.48705,0.029,0.93917,0.054,0.3465,0.023
"HAI2018","BP86",-1,FALSE,0.14402,0.014,0.080429,0.016,0.20543,0.034,-0.15704,1.7,17.234,4,1.6737,1.2,0.38897,0.088,0.49107,0.033,0.94048,0.057,0.35049,0.024
"HAI2018","SVWN1RPA",-1,FALSE,0.15393,0.017,0.052568,0.021,0.25831,0.046,1.1157,1.8,20.541,6.2,1.716,1.3,0.4616,0.12,0.55089,0.037,0.85541,0.067,0.39101,0.027
"HAI2018","SPZ81",-1,FALSE,0.16089,0.018,0.058574,0.021,0.26484,0.046,1.1678,1.8,20.054,6.1,1.5974,1.2,0.48087,0.12,0.54284,0.036,0.84151,0.067,0.38545,0.027
"HAI2018","wB97",-1,FALSE,0.078962,0.0078,-0.054378,0.0091,0.11094,0.02,-2.9399,1.2,21.511,8,1.8173,1.2,0.22047,0.044,0.48367,0.034,0.94981,0.053,0.3483,0.025
"HAI2018","wB97X",-1,FALSE,0.069632,0.0075,-0.047409,0.0086,0.10449,0.02,-3.2275,1.3,24.102,9.2,1.9676,1.3,0.21187,0.037,0.51674,0.035,1.0538,0.05,0.37342,0.029
"HAI2018","wB97X-D3",-1,FALSE,0.063609,0.0073,-0.039862,0.0081,0.1003,0.019,-3.4012,1.1,22.97,8.8,2.5998,1.3,0.19862,0.04,0.53401,0.035,1.0065,0.056,0.38188,0.028
"HAI2018","wB97XrV",-1,FALSE,0.059532,0.0057,-0.033447,0.0068,0.083899,0.011,-2.114,0.68,11.789,4,1.2556,0.8,0.18507,0.023,0.49841,0.029,1.0039,0.064,0.35243,0.024
"HAI2018","wB97MrV",-1,FALSE,0.065097,0.0077,0.00015132,0.0091,0.11382,0.026,3.7971,2.1,35.34,14,1.5379,1.4,0.17769,0.033,0.53159,0.041,0.88741,0.07,0.38263,0.028
"HAI2018","camb3lyp",-1,FALSE,0.068921,0.006,-0.026542,0.0081,0.10009,0.012,0.58381,0.92,10.341,2,2.9051,1.1,0.20771,0.036,0.51361,0.028,0.90718,0.064,0.36777,0.023
"HAI2018","M05",-1,FALSE,0.064802,0.0056,0.012228,0.0074,0.094209,0.0087,-0.026534,0.53,6.261,0.93,1.8034,0.79,0.21119,0.034,0.52109,0.025,0.82813,0.049,0.37753,0.021
"HAI2018","M05-2X",-1,FALSE,0.08478,0.0059,-0.055732,0.0078,0.09991,0.008,-0.18205,0.4,5.1152,0.9,1.4836,0.63,0.25364,0.032,0.46443,0.022,0.91466,0.047,0.33823,0.019
"HAI2018","M08-SO",-1,FALSE,0.074872,0.0077,-0.020297,0.0097,0.11928,0.024,2.8712,1.8,26.257,11,2.0184,1.1,0.23579,0.028,0.51849,0.035,0.99126,0.079,0.36701,0.027
"HAI2018","wM05-D",-1,FALSE,0.05999,0.0063,-0.02661,0.0078,0.094462,0.015,-2.669,0.84,16.228,5.8,2.343,1.1,0.18058,0.035,0.53693,0.033,0.97958,0.063,0.38841,0.026
"HAI2018","wM06-D3",-1,FALSE,0.062883,0.0061,-0.036314,0.0076,0.093379,0.013,0.75272,1.5,15.706,5.5,2.2937,1.1,0.21966,0.036,0.52809,0.029,1.0599,0.05,0.38577,0.026
"HAI2018","N12-SX",-1,FALSE,0.076915,0.0062,-0.028443,0.0081,0.10451,0.013,-0.81171,0.89,10.174,2.4,1.0958,0.93,0.1866,0.044,0.4337,0.033,0.96238,0.074,0.30117,0.024
"HAI2018","HFLYP",-1,FALSE,0.23689,0.015,-0.16905,0.02,0.2542,0.018,-0.15776,0.21,3.9363,0.39,2.3078,0.53,0.67446,0.05,0.426,0.018,0.90466,0.048,0.31544,0.016
"HAI2018","HSEHJS",-1,FALSE,0.063714,0.0068,0.0128,0.0081,0.10356,0.015,0.046545,1.4,14.651,3.5,1.7219,1.2,0.18211,0.044,0.55052,0.031,0.85291,0.048,0.40564,0.024
"HAI2018","B97-1",-1,FALSE,0.066936,0.0068,0.021963,0.008,0.10446,0.016,-2.0456,1.1,15.492,4.6,2.1643,1.3,0.21773,0.034,0.54212,0.029,0.87662,0.049,0.40028,0.022
"HAI2018","B97-2",-1,FALSE,0.061107,0.0061,0.011236,0.0073,0.095248,0.016,-2.6109,1,17.655,5.5,1.8252,1.2,0.17152,0.029,0.5058,0.033,0.84414,0.055,0.36645,0.023
"HAI2018","BMK",-1,FALSE,0.069797,0.0086,-0.040556,0.01,0.12813,0.042,6.5126,3.9,70.903,29,2.2381,2.3,0.18848,0.04,0.51726,0.049,1.0266,0.063,0.37071,0.036
"HAI2018","mBEEF",-1,FALSE,0.093795,0.0078,0.049284,0.0097,0.12504,0.018,-1.7631,1,13.794,3.8,1.8959,1.2,0.25631,0.047,0.46472,0.029,0.9549,0.05,0.3348,0.022
"HAI2018","PW6B95",-1,FALSE,0.062047,0.0078,0.014742,0.009,0.11213,0.024,2.0722,2.3,28.479,9.8,2.1493,1.6,0.17963,0.051,0.54956,0.04,0.94308,0.06,0.39543,0.03
"HAI2018","PWB6K",-1,FALSE,0.067527,0.0056,-0.033849,0.0072,0.090583,0.0096,0.47569,0.73,7.692,2.5,1.7596,0.68,0.21312,0.026,0.50643,0.023,0.89857,0.045,0.37451,0.02
"HAI2018","GAM",-1,FALSE,0.13446,0.012,0.082139,0.015,0.18911,0.026,-0.24428,1.1,12.451,2.5,2.9686,1.3,0.48096,0.11,0.49572,0.031,1.0376,0.063,0.35149,0.026
"HAI2018","B97MrV",-1,FALSE,0.12278,0.018,0.073236,0.019,0.24552,0.086,6.9364,3.7,74.175,30,2.5095,2.6,0.31514,0.079,0.51508,0.059,0.99221,0.067,0.36789,0.043
"HAI2018","VV10",-1,FALSE,0.14796,0.015,0.088962,0.017,0.21576,0.038,0.96762,1.9,20.55,6,2.6265,1.4,0.4459,0.094,0.4882,0.035,0.97755,0.058,0.34732,0.027
"HAI2018","SOGGA",-1,FALSE,0.15972,0.014,0.079962,0.017,0.2219,0.03,-0.55706,1.1,12.155,2.4,1.1287,0.92,0.45576,0.1,0.48793,0.03,0.91415,0.051,0.3514,0.022
"HAI2018","SOGGA11",-1,FALSE,0.23663,0.028,0.11083,0.033,0.42008,0.055,0.86811,1.1,12.35,2.7,5.5728,1.6,1.1589,0.26,0.58943,0.031,1.0772,0.043,0.43924,0.032
"HAI2018","revM06-L",-1,FALSE,0.12564,0.011,0.0095737,0.015,0.18763,0.023,-1.7518,0.6,10.2,2.9,1.7917,0.83,0.3643,0.063,0.51167,0.029,0.93933,0.056,0.36919,0.023
"HAI2018","rCAM-B3LYP",-1,FALSE,0.097544,0.0062,-0.072515,0.0083,0.10208,0.008,0.016569,0.42,5.0541,1.1,1.6299,0.58,0.27614,0.025,0.41681,0.019,0.92338,0.047,0.3043,0.016
"HAI2018","CAM-QTP00",-1,FALSE,0.1299,0.0086,-0.097114,0.011,0.13972,0.0098,-0.42995,0.22,4.0554,0.43,1.9638,0.51,0.38269,0.034,0.43903,0.02,0.90927,0.047,0.3185,0.017
"HAI2018","CAM-QTP01",-1,FALSE,0.08799,0.0058,-0.062248,0.0078,0.096362,0.0079,0.12252,0.48,5.517,1.3,1.8237,0.63,0.25276,0.025,0.4295,0.02,0.92341,0.052,0.31321,0.017
"HAI2018","wB97X-2(TQZ)",-1,FALSE,0.046589,0.0048,-0.016615,0.0062,0.074472,0.01,-1.876,0.79,12.79,3.8,4.1526,1.3,0.16617,0.026,0.54294,0.029,1.0004,0.045,0.40432,0.025
"HAI2018","B2PLYP",-1,FALSE,0.053589,0.0062,0.013064,0.0075,0.092954,0.015,2.2091,1.3,18.884,6.6,3.6395,1.4,0.20017,0.037,0.57157,0.033,0.98043,0.047,0.41658,0.027
"HAI2018","B2GPPLYP",-1,FALSE,0.039416,0.0044,-0.0056875,0.0055,0.068042,0.0098,1.4214,1.2,14.773,3.4,4.2138,1.6,0.14095,0.033,0.58058,0.03,0.89072,0.051,0.42611,0.024
"HAI2018","PTPSS-D3",-1,FALSE,0.049686,0.0045,0.015755,0.0057,0.073061,0.0076,-0.16085,0.62,7.5534,1.1,2.4962,0.86,0.17389,0.029,0.52905,0.026,0.9004,0.062,0.38018,0.022
"HAI2018","DSD-PBEPBE-D3",-1,FALSE,0.037734,0.0037,0.00088882,0.0048,0.058927,0.0073,-0.31538,0.9,10.123,2.3,2.6144,1,0.12635,0.022,0.52895,0.028,0.96467,0.045,0.38771,0.024
"HAI2018","DSD-PBEP86-D3",-1,FALSE,0.037543,0.0039,0.00018355,0.0049,0.060313,0.0074,-0.11724,0.9,10.024,2.2,3.3677,1.2,0.13493,0.026,0.55225,0.028,0.97077,0.047,0.40824,0.024
"HAI2018","PWPB95-D3",-1,FALSE,0.040924,0.0048,0.011183,0.0055,0.070121,0.01,0.80968,1.3,14.886,4.1,3.6961,1.5,0.15949,0.035,0.5782,0.03,0.94924,0.045,0.42453,0.026
"HAI2018","XYG3",-1,FALSE,0.04128,0.005,0.0079921,0.0059,0.073289,0.009,1.4108,0.72,9.8774,1.9,6.2805,1.6,0.19088,0.036,0.60861,0.025,1.0174,0.046,0.45759,0.026
"HAI2018","XYGJ-OS",-1,FALSE,0.042527,0.0045,0.0073783,0.0055,0.069932,0.0079,1.0717,0.69,8.7853,1.5,4.5872,1.5,0.17,0.033,0.57137,0.025,0.94869,0.044,0.4307,0.022
"NAR2019","G4MP2",-1,FALSE,0.7941,0.033,-0.060588,0.048,1.0567,0.046,-0.34753,0.22,4.4332,0.72,0.93653,0.26,2.209,0.087,0.45723,0.012,0.88163,0.029,0.33931,0.01
"NAR2019","B3LYP",-1,FALSE,3.9907,0.15,3.6137,0.17,3.6745,0.32,1.9095,0.82,15.445,6.5,0.92402,0.3,9.2503,0.55,0.4001,0.016,0.89253,0.029,0.28259,0.011
"NAR2019","M06-2X",-1,FALSE,2.7052,0.099,-0.087473,0.17,3.4561,0.2,1.242,0.42,7.1166,2.7,-0.20508,0.18,6.0963,0.46,0.39486,0.014,0.82635,0.029,0.28348,0.01
"NAR2019","wB97X-D",-1,FALSE,1.8543,0.092,0.52329,0.13,2.654,0.25,2.13,0.93,17.66,7.7,0.53333,0.23,5.1783,0.38,0.46792,0.018,0.9606,0.038,0.33104,0.013
"PER2018","B3LYP",-1,FALSE,1.1819,0.09,0.97928,0.1,1.5103,0.12,1.614,0.3,7.2574,1.1,4.9254,0.96,4.4865,0.49,0.51491,0.02,1.0944,0.034,0.37996,0.02
"PER2018","B97-1",-1,FALSE,0.85462,0.052,0.50593,0.069,1.0514,0.082,0.25805,0.39,6.6806,0.75,3.475,0.72,2.6704,0.35,0.44402,0.021,0.96601,0.058,0.30688,0.017
"PER2018","BH&HLYP",-1,FALSE,4.8311,0.23,4.7918,0.23,3.4953,0.24,1.3889,0.25,5.6335,1.1,0.60202,0.48,11.744,0.61,0.36837,0.015,1.008,0.039,0.26911,0.012
"PER2018","BLYP",-1,FALSE,1.627,0.1,0.41088,0.14,2.2323,0.17,-1.2904,0.27,6.5931,0.87,3.4699,0.78,5.3257,0.56,0.46465,0.02,1.072,0.07,0.329,0.018
"PER2018","CAM-B3LYP",-1,FALSE,0.90408,0.091,0.55114,0.1,1.5431,0.12,1.7781,0.26,6.611,1.1,5.1012,1.3,4.1328,0.37,0.66318,0.015,0.99141,0.042,0.53026,0.017
"PER2018","LC-ωPBE",-1,FALSE,1.0939,0.095,0.73093,0.11,1.6697,0.14,1.7247,0.35,8.0118,1.8,2.8174,0.82,4.3381,0.51,0.60329,0.018,0.9276,0.037,0.46746,0.017
"PER2018","PBE",-1,FALSE,2.7916,0.16,-2.5326,0.17,2.6678,0.2,-1.335,0.23,6.041,0.86,1.9695,0.52,8.0647,0.83,0.42315,0.018,0.95855,0.042,0.30198,0.015
"PER2018","PBE0",-1,FALSE,0.92456,0.074,0.23639,0.096,1.442,0.12,1.7744,0.21,7.1871,1,2.994,0.86,3.2688,0.5,0.56521,0.021,0.90525,0.036,0.42144,0.019
"PER2018","PW86PBE",-1,FALSE,1.6352,0.12,-0.53545,0.16,2.4625,0.2,-1.4858,0.27,7.0637,1.1,2.6844,0.59,6.1354,0.89,0.52769,0.021,0.98418,0.039,0.39481,0.018
"SCH2018","LDA",-1,FALSE,0.71559,0.031,0.68462,0.035,0.48557,0.024,0.14917,0.14,2.8664,0.22,0.13764,0.23,1.5148,0.07,0.34472,0.017,0.80751,0.044,0.2518,0.013
"SCH2018","PBE",-1,FALSE,0.18687,0.0099,0.093231,0.016,0.21256,0.0094,-0.11044,0.12,2.5127,0.18,-0.089637,0.22,0.41837,0.023,0.4139,0.02,0.77526,0.04,0.30877,0.017
"SCH2018","RPBE",-1,FALSE,0.21231,0.01,-0.17169,0.013,0.18856,0.0076,0.10973,0.12,2.2494,0.16,-0.64345,0.2,0.46332,0.021,0.37564,0.018,0.7986,0.042,0.28073,0.015
"SCH2018","vdW-DF2",-1,FALSE,0.20882,0.01,0.023282,0.017,0.25419,0.011,-0.17486,0.13,2.6425,0.19,-0.059188,0.27,0.50316,0.035,0.38764,0.018,0.78848,0.042,0.28726,0.015
"SCH2018","BEEF-vdW",-1,FALSE,0.14569,0.008,-0.0094872,0.013,0.18237,0.0083,-0.16862,0.11,2.5156,0.17,-0.088302,0.27,0.34049,0.012,0.42113,0.017,0.81642,0.039,0.31771,0.015
"SCH2018","mBEEF",-1,FALSE,0.20559,0.0099,0.057897,0.018,0.24212,0.014,-0.99989,0.14,3.4797,0.46,0.23825,0.32,0.48625,0.03,0.37626,0.018,0.81878,0.043,0.2742,0.015
"SCH2018","mBEEF-vdW",-1,FALSE,0.31154,0.013,0.22621,0.021,0.2848,0.014,-0.55838,0.13,2.9858,0.33,0.0010874,0.29,0.63641,0.023,0.34152,0.016,0.81332,0.047,0.25416,0.013
"THA2015","M11",-1,FALSE,0.030813,0.0029,0.0074089,0.0041,0.045132,0.0049,-0.74673,0.59,7.315,1.7,3.1787,0.87,0.10103,0.015,0.52938,0.025,0.93125,0.051,0.39108,0.022
"THA2015","M06-2X",-1,FALSE,0.031992,0.0028,0.012276,0.0039,0.043625,0.0045,-0.62156,0.51,6.5305,1.2,2.8278,0.75,0.10109,0.015,0.49811,0.026,0.87183,0.05,0.35991,0.022
"THA2015","ωB97",-1,FALSE,0.03283,0.0028,0.0072676,0.004,0.045208,0.0042,-0.58476,0.43,5.7263,0.81,2.1408,0.67,0.10995,0.015,0.47756,0.025,0.86464,0.056,0.3388,0.021
"THA2015","LC-τHCTH",-1,FALSE,0.030309,0.0027,0.0037019,0.0039,0.043649,0.0042,-0.47628,0.48,6.144,0.94,2.0925,0.69,0.10476,0.015,0.50117,0.024,0.91246,0.048,0.36601,0.021
"THA2015","HISS",-1,FALSE,0.037931,0.0027,0.02315,0.0038,0.042843,0.0043,-0.55912,0.5,6.4072,1.1,2.8006,0.74,0.10385,0.016,0.40574,0.024,0.90101,0.057,0.28777,0.019
"THA2015","LC-ωPBE",-1,FALSE,0.038503,0.0026,0.020045,0.004,0.04481,0.0043,-0.73851,0.43,5.9436,0.94,2.4129,0.76,0.10515,0.014,0.39874,0.023,0.92687,0.052,0.285,0.018
"THA2015","MP2",-1,FALSE,0.031681,0.0028,0.0083531,0.0039,0.044456,0.0044,-0.085745,0.51,6.1236,0.83,2.6273,0.8,0.1081,0.017,0.49043,0.026,0.96914,0.051,0.35121,0.022
"WU2015","HF",-1,FALSE,0.042378,0.0018,0.037843,0.0022,0.029539,0.0024,-0.86448,0.32,4.8087,1.2,0.45803,0.39,0.080324,0.0033,0.30133,0.018,0.83948,0.052,0.21898,0.014
"WU2015","MP2",-1,FALSE,0.0052883,0.00033,-0.0041314,0.00042,0.0049689,0.00032,0.070321,0.21,3.2793,0.37,0.25743,0.37,0.011967,0.00098,0.38693,0.021,0.87936,0.049,0.28206,0.017
"WU2015","LSDA",-1,FALSE,0.06545,0.0018,-0.064423,0.0021,0.024686,0.0026,0.087677,0.65,7.2348,1.2,1.4976,0.77,0.11205,0.0072,0.17679,0.012,1.0113,0.054,0.12355,0.0088
"WU2015","PBE",-1,FALSE,0.060785,0.0018,-0.059753,0.0021,0.024385,0.0026,-0.13657,0.64,7.1452,1.2,1.9302,0.84,0.10802,0.007,0.18609,0.013,1.042,0.059,0.12808,0.01
"WU2015","HCTH",-1,FALSE,0.048912,0.0018,-0.04751,0.0021,0.024769,0.0026,-0.097653,0.62,6.9157,1.1,1.5534,0.8,0.096249,0.0069,0.23469,0.016,0.98266,0.065,0.16169,0.012
"WU2015","N12",-1,FALSE,0.039666,0.002,-0.0378,0.0022,0.026778,0.0026,-0.4796,0.52,6.1991,0.95,2.2683,0.86,0.092011,0.0076,0.31309,0.019,1.0248,0.053,0.21795,0.015
"WU2015","revTPSS",-1,FALSE,0.04546,0.0018,-0.044243,0.002,0.023922,0.0024,-0.42261,0.57,6.605,1,2.1019,0.92,0.09305,0.0075,0.24391,0.017,1.1123,0.065,0.16802,0.013
"WU2015","tHCTH",-1,FALSE,0.04561,0.0019,-0.044127,0.0021,0.025305,0.0026,-0.2878,0.6,6.8233,1.1,1.8901,0.84,0.094701,0.0074,0.25673,0.017,1.0384,0.061,0.17731,0.013
"WU2015","M11-L",-1,FALSE,0.083238,0.0023,-0.082153,0.0025,0.030962,0.0029,0.014244,0.54,5.8344,1.1,0.98503,0.79,0.13775,0.0058,0.18127,0.01,1.0971,0.049,0.13028,0.0083
"WU2015","MN12-L",-1,FALSE,0.048955,0.0022,-0.047579,0.0024,0.029612,0.0024,-0.53503,0.36,4.6697,0.63,1.1217,0.66,0.10851,0.0075,0.29744,0.016,1.0187,0.049,0.21013,0.013
"WU2015","PBE0",-1,FALSE,0.019573,0.0014,-0.01627,0.0017,0.020568,0.0019,-0.43355,0.44,5.4399,0.78,2.0461,0.7,0.058448,0.0044,0.45205,0.02,0.91519,0.047,0.33198,0.018
"WU2015","mPW1PW",-1,FALSE,0.017538,0.0014,-0.013518,0.0017,0.020619,0.0018,-0.51941,0.42,5.3513,0.77,2.0578,0.7,0.057041,0.0042,0.49367,0.021,0.92171,0.047,0.36402,0.019
"WU2015","B3LYP",-1,FALSE,0.030977,0.0015,-0.029595,0.0017,0.020971,0.002,-0.48976,0.49,5.8065,0.88,1.9807,0.78,0.072244,0.0049,0.31738,0.018,0.9903,0.058,0.22326,0.015
"WU2015","B3PW91",-1,FALSE,0.021365,0.0015,-0.018623,0.0017,0.021086,0.002,-0.53443,0.46,5.7024,0.84,2.1846,0.74,0.062274,0.005,0.43485,0.021,0.92931,0.048,0.31541,0.018
"WU2015","B97-2",-1,FALSE,0.01948,0.0015,-0.015941,0.0017,0.02146,0.002,-0.53733,0.44,5.5486,0.81,2.3325,0.77,0.060606,0.0047,0.47042,0.021,0.9544,0.046,0.3462,0.019
"WU2015","M06",-1,FALSE,0.028929,0.0013,-0.02756,0.0014,0.01807,0.0018,0.26772,0.57,6.4159,1.2,1.1564,0.79,0.060234,0.0044,0.29789,0.016,0.9905,0.054,0.21032,0.013
"WU2015","M06-2X",-1,FALSE,0.01244,0.00097,-0.0026542,0.0013,0.016733,0.0013,-0.35297,0.33,4.2735,0.58,0.61941,0.52,0.038522,0.0037,0.46784,0.022,0.91008,0.047,0.33803,0.019
"WU2015","M06-HF",-1,FALSE,0.017488,0.00099,0.0081397,0.0015,0.019466,0.0014,-0.6705,0.23,3.8174,0.52,0.6168,0.42,0.041585,0.0045,0.3634,0.022,0.80888,0.049,0.25882,0.017
"WU2015","SOGGA11X",-1,FALSE,0.014981,0.0013,-0.0083793,0.0016,0.019798,0.0015,-0.59271,0.29,4.2237,0.55,1.2502,0.56,0.051647,0.0032,0.5164,0.02,0.95538,0.043,0.38174,0.02
"WU2015","tHCTHhyb",-1,FALSE,0.029704,0.0017,-0.027908,0.0019,0.022792,0.0022,-0.54379,0.49,5.9622,0.9,2.4526,0.83,0.075298,0.006,0.35401,0.02,0.9802,0.05,0.25021,0.016
"WU2015","BMK",-1,FALSE,0.016153,0.0013,-0.0077516,0.0017,0.021186,0.0015,-0.71809,0.23,3.8952,0.55,0.75688,0.46,0.052309,0.0038,0.49286,0.021,0.97797,0.052,0.36383,0.019
"WU2015","TPSSh",-1,FALSE,0.030127,0.0016,-0.028262,0.0018,0.022476,0.0022,-0.43513,0.51,6.1188,0.91,2.4002,0.85,0.074637,0.0061,0.34233,0.02,1.0126,0.052,0.24109,0.016
